symbol,timestamp,rows,status,db_status
RELIANCE.NS,22-06-26 18:59:54,1238,SUCCESS,SUCCESS
TCS.NS,22-06-26 18:59:55,1238,SUCCESS,SUCCESS
INFY.NS,22-06-26 18:59:56,1238,SUCCESS,SUCCESS
HDFCBANK.NS,22-06-26 18:59:56,1238,SUCCESS,SUCCESS
ICICIBANK.NS,22-06-26 18:59:57,1238,SUCCESS,SUCCESS
